Timestep,root_0,root_1,root_2,root_3,root_4,root_5,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,wrist_flex_r,wrist_dev_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l,wrist_flex_l,wrist_dev_l
0,0.0,0.0,0.0,7.915208e-06,-2.620659e-06,-6.8094135e-07,-31.325378,-27.196114,-8.641554,-21.147614,-24.63041,0.9673056,-36.64599,19.547684,-8.669605,3.2473288,36.6773,-62.047825,-22.656427,12.187436,16.510695,13.105218,11.059274,41.02577,-3.5813603,16.983301,29.457474,-0.04320624,0.1892333,2.525545,30.50882,-9.121676,12.6704235
1,0.0,0.0,0.0,-3.2465537e-06,8.188251e-06,2.762492e-05,-4.9583006,16.597322,-4.652713,-52.734665,-188.4735,14.020361,4.629244,10.4439335,0.37512147,-1.8714979,13.418409,-24.943735,26.805908,26.927963,13.980091,3.3654468,17.573769,40.195885,-3.583914,12.352538,-17.34153,-77.44398,-34.670902,-7.4415092,27.303408,-16.833574,22.47201
2,0.0,0.0,0.0,2.725791e-07,4.626063e-07,-0.000115013434,6.9919605,22.28643,-4.0928106,-60.131935,-211.70685,29.45531,35.61317,4.9344535,4.2362785,3.4685855,-4.275931,-33.380962,40.86644,56.228798,14.077292,-1.2979487,26.061625,41.713383,-4.069447,11.476304,-37.916367,-86.382126,-35.154953,-17.12154,27.88624,-19.97408,25.204515
3,0.0,0.0,0.0,-2.5101275e-05,4.603532e-06,2.140489e-05,9.014213,18.215649,-4.539093,-60.729614,-198.9885,21.276745,43.016926,2.0848956,-3.0166183,1.2676156,-9.625379,-43.085327,36.366604,43.419617,-1.9664581,-7.10165,12.258748,34.468422,-2.9422514,10.248429,-10.289639,-26.739677,-4.1470065,-2.7819982,25.304674,-15.576828,19.165285
4,0.0,0.0,0.0,6.6104303e-06,-1.45265585e-05,2.4699431e-05,13.712172,9.220355,-3.9335122,-58.448174,-175.60396,14.138411,40.13964,0.4744907,-4.4036527,0.8264983,-8.709817,-32.414593,22.160347,7.326065,-20.194044,-9.675214,2.4423382,33.303913,-2.000474,9.502426,-5.9910593,16.791903,8.391126,12.520073,27.710197,-11.883573,12.612425
5,0.0,0.0,0.0,4.3327477e-06,3.922132e-06,-4.660718e-05,12.973459,2.5840082,-3.120719,-54.521664,-152.62578,3.3660245,34.989807,-0.67323893,-7.978423,0.5198572,-4.8045225,-25.041924,14.79053,-21.128113,-5.50624,1.0530198,-4.1310678,33.751743,-1.4356192,9.588162,2.6392727,34.702015,12.465534,10.589632,28.632496,-11.14824,12.326705
6,0.0,0.0,0.0,6.181031e-06,-2.6703242e-07,3.3684748e-05,12.798779,-1.6649861,-2.325408,-49.3166,-132.00337,-4.404127,29.405647,-1.5770215,-9.370604,0.480969,-3.848546,-19.853264,10.550601,-38.178047,1.535175,5.822742,-7.384235,33.05223,-1.8424875,9.469378,-3.0326,28.613085,9.62763,7.191015,29.368317,-11.252214,12.388861
7,0.0,0.0,0.0,-1.25322285e-05,8.417342e-06,2.9597802e-05,13.943977,-5.460305,-1.4054104,-44.51253,-118.01634,-13.195634,26.193558,-2.2844348,-12.778717,0.76801705,-3.5593603,-19.302229,5.824965,-31.564276,10.690124,9.011357,-3.4150681,32.252434,-2.3023303,9.300935,-5.6729784,11.041062,4.32635,2.4748952,29.93992,-10.992144,12.47567
8,0.0,0.0,0.0,1.4160508e-05,-5.402895e-06,1.2322063e-05,13.811383,-7.5624404,-0.97364604,-39.833527,-102.67492,-19.922224,21.777681,-2.4907546,-15.350607,0.56151515,20.204535,-41.699116,-3.9106686,-16.693714,7.461845,7.3445616,1.7554373,32.837715,-2.3617296,9.383833,-5.764025,20.336435,5.134689,-0.41848284,29.714905,-11.858497,12.945326
9,0.0,0.0,0.0,-1.685877e-05,4.3568793e-06,-1.0831615e-06,13.766599,-6.2800174,-0.8098824,-36.233627,-91.15246,-41.066647,18.721903,-3.6491888,-27.980703,0.5576376,24.31339,-39.110363,-5.5147405,-3.3210313,-2.0974405,2.9068258,3.9451263,32.96242,-2.677283,9.101382,-1.9455465,31.922243,8.687972,1.9078643,29.595926,-11.630779,12.966849
10,0.0,0.0,0.0,-1.01011e-05,-2.7338385e-07,3.880816e-05,14.352089,-6.667102,-0.7748215,-32.74774,-84.32269,-53.232384,13.230943,-4.8000855,-33.422688,1.2011586,36.768406,-23.665009,-3.6875947,-10.828595,-25.743416,-5.1098742,-3.9936934,33.15375,-2.9655836,8.989154,-2.3399892,32.99084,9.04608,1.7485222,31.32928,-10.691994,12.357809
11,0.0,0.0,0.0,-2.5324003e-05,-3.2064613e-06,7.3960723e-06,17.987724,-8.242301,-0.4515126,-30.116817,-81.145256,-57.91637,10.087409,-4.9346914,-36.44414,1.8046097,41.15855,-24.80453,-4.715767,-12.155474,-8.083751,-1.4726856,-1.2387667,32.733276,-2.2153425,8.6933565,-8.763234,18.94119,3.585984,-0.27876893,31.356976,-10.726468,12.778817
12,0.0,0.0,0.0,-2.4158965e-07,5.25636e-06,-7.791572e-05,24.443665,-9.662668,0.15123999,-32.289757,-103.588,-65.52971,9.397372,-4.8249683,-42.6156,1.2554171,47.62011,-31.747337,-7.167695,-5.613933,-6.9975576,0.6837021,0.29376218,32.618366,-1.2230221,8.21498,-6.467115,22.544168,7.527959,1.7413584,31.223831,-10.625664,12.90288
13,0.0,0.0,0.0,-9.656819e-06,-2.2898033e-07,4.7632802e-05,29.58902,-10.682579,0.7015797,-32.338264,-119.98336,-65.78956,7.0923147,-3.7692952,-47.24324,-5.028205,45.39022,-36.95676,-7.005026,0.529805,-13.299248,-3.3399606,-0.0048477286,32.29181,-0.6103589,7.781577,0.8392752,20.708664,7.5356603,3.6939263,29.849037,-10.711307,12.75167
14,0.0,0.0,0.0,-9.647424e-07,7.117674e-06,3.7356804e-05,31.113289,-11.889632,0.82649505,-29.055845,-114.11387,-58.845993,3.8330152,-3.4419055,-43.071003,-3.7473316,42.769848,-42.130836,-7.238817,1.6491637,-7.4716125,-3.5954747,3.3981645,32.008087,-0.47034723,8.091117,0.505125,7.9250774,4.5420866,1.344432,29.336927,-11.123926,12.766832
15,0.0,0.0,0.0,-1.4279503e-05,-5.96793e-06,-2.2538936e-06,30.66911,-12.678487,0.73945,-26.645117,-124.07303,-50.5742,1.2160509,-3.2217162,-36.266144,-1.9349912,40.050953,-42.215878,-7.5647836,6.050861,-4.6321096,-4.1068068,4.2329698,32.21114,-0.8302326,8.907626,9.554174,3.9891176,0.8538188,7.201751,28.249323,-10.753667,12.465646
16,0.0,0.0,0.0,1.1641452e-05,4.9716696e-06,-1.2305975e-05,30.358896,-14.005682,0.55451584,-24.662603,-127.90394,-44.40853,0.3619074,-3.0409698,-32.05175,-2.2394378,40.7984,-45.28457,-9.23699,-2.2024243,-13.949708,-5.7306557,0.4257715,32.381687,-0.82184327,9.420633,12.391581,-8.906049,-1.188867,8.922692,28.105602,-10.77199,12.118868
17,0.0,0.0,0.0,-5.0074404e-06,-1.1620471e-05,4.6229667e-05,30.645716,-14.674442,0.49079275,-24.642284,-127.473625,-42.423218,0.0645025,-2.802582,-31.875046,-3.2271543,41.728867,-54.61764,-13.776346,-4.0547915,-6.445795,-2.0315375,2.7748811,32.40134,-0.20208421,9.608315,9.250283,-8.177335,-0.92039293,5.6061687,28.582052,-10.689434,12.623212
18,0.0,0.0,0.0,1.1556506e-05,-1.26478535e-05,5.4677193e-06,35.7231,-13.87893,1.0094355,-25.023537,-128.51595,-43.213802,-6.3792067,0.45142722,-31.532171,-2.4354284,31.349386,-65.17895,-16.78991,2.492577,-14.3472185,-4.2224617,0.8994575,31.960703,-0.22029397,8.254666,13.405213,-2.2087367,0.76121366,7.9805775,27.75223,-10.036798,12.402454
19,0.0,0.0,0.0,-1.1505128e-05,1.553696e-05,1.1437655e-05,42.282967,-14.78307,1.3791896,-20.628096,-126.12221,-41.218884,-18.6664,4.2910953,-27.544758,-2.2005477,25.699558,-66.98215,-15.447306,6.6964893,-19.188522,-6.461824,-0.4609986,33.093155,-0.8577765,7.2317133,16.852314,2.0633981,1.2773476,9.599876,26.843184,-9.738529,12.012825
20,0.0,0.0,0.0,-2.427359e-05,-4.4567396e-06,-5.4250373e-05,44.76496,-16.205524,1.3076434,-13.837973,-121.960945,-39.721153,-26.89913,5.0345774,-24.062895,-1.966663,22.073788,-70.31446,-19.381105,-3.611857,-20.08063,-6.269502,-0.11707342,32.287876,-2.124455,7.7640443,23.217691,-17.940453,-3.5449662,14.290431,26.516073,-8.967528,11.72556
21,0.0,0.0,0.0,1.440098e-05,6.524091e-06,-1.8911865e-05,43.893692,-15.681805,1.3246436,-10.113227,-113.61928,-42.232307,-29.15811,5.808689,-23.587475,3.2149718,21.772799,-68.23821,-22.723122,-9.17534,-6.1086073,-3.3462524,0.5305602,30.929747,-2.3047738,8.872783,27.64981,-23.66602,-4.530713,13.24134,26.821156,-8.909757,11.832382
22,0.0,0.0,0.0,-3.4161276e-05,1.7643855e-05,-1.0507613e-05,42.526558,-15.721322,1.3604507,-7.2069507,-99.211205,-45.987385,-31.248133,5.72585,-25.31598,5.6913266,21.901413,-61.294544,-19.38254,-7.5898266,-7.5019946,-2.9904666,0.60106105,32.583828,-1.9301223,7.1327815,13.293089,10.0776205,3.3245707,5.1482215,28.621552,-8.274247,12.18223
23,0.0,0.0,0.0,2.8311053e-06,-1.5240512e-05,-5.4078268e-05,40.540634,-16.336508,1.2524688,-3.3454764,-84.505936,-50.896366,-41.96694,6.434401,-24.820808,9.006175,21.755404,-45.63355,-14.373128,-6.656676,5.0310082,-0.9968757,-2.797063,31.837143,-3.307027,7.043746,26.882212,10.16918,0.5652705,9.100675,27.760555,-6.749915,11.640721
24,0.0,0.0,0.0,-6.4551527e-06,-5.3801264e-06,-1.6309658e-06,38.033215,-16.426285,1.2082103,0.12547207,-65.715485,-54.19972,-51.73938,4.269888,-21.392164,15.289275,14.595192,-17.672146,-6.322351,-7.312077,12.424475,2.4408648,0.18550865,30.980854,-4.0773616,7.061214,14.263337,-5.4811153,-4.577244,7.230148,28.936842,-6.2337713,11.53289
25,0.0,0.0,0.0,-1.1446664e-05,-2.665807e-06,1.9821414e-06,34.168686,-19.456234,0.9241829,2.2163994,-45.77732,-46.83226,-40.82794,-1.2741479,-21.228586,-5.4366207,20.98275,5.7889304,-1.986537,-6.9321833,13.790365,3.9134133,3.1950839,32.837467,-3.8558378,6.642809,4.5934362,7.2775655,-1.803074,6.013954,29.9162,-6.287422,11.140314
26,0.0,0.0,0.0,1.7406797e-05,7.530769e-07,-3.6347126e-06,31.96205,-22.835152,0.93570155,3.5970407,-21.589127,-51.64365,-40.671112,-1.4357698,-2.0713916,6.0585127,2.6059039,59.719944,-7.9672832,-15.440992,25.09155,9.53871,2.0292947,31.661366,-4.389669,6.2779164,-1.7514701,-11.975782,-3.5543094,15.444929,27.547262,-7.6381865,10.452579
27,0.0,0.0,0.0,-1.901833e-06,-4.123965e-06,3.189027e-05,31.61037,-24.889666,1.2382159,4.4200993,-6.1343203,-59.38505,-58.445343,-7.647425,9.023772,0.82048887,16.363317,91.263565,-8.3608055,-20.924406,11.943869,7.038403,2.7754824,32.926495,-5.001708,5.9326086,3.6089804,-14.404978,-4.578237,1.0046453,29.804598,-7.2161427,10.624431
28,0.0,0.0,0.0,7.829085e-06,-4.9002138e-06,8.663243e-06,29.561922,-25.981367,1.3765907,5.256371,-2.6204286,-57.77888,-55.994827,-8.964695,31.478745,0.72528005,33.785824,102.445816,-7.611802,-15.776528,2.3653185,4.330286,2.7474966,35.32769,-5.3444395,6.774464,-9.62879,3.6007612,-2.1070092,3.172296,30.552498,-6.7536736,10.839868
29,0.0,0.0,0.0,-5.7263287e-07,3.1415857e-06,7.3727674e-06,32.00547,-25.487785,1.6368306,8.289089,-2.1572344,-49.691273,-39.376434,-4.6880593,58.38968,6.02597,30.026436,99.356544,-11.552367,-29.227375,-2.940829,2.5856984,-4.084772,32.72603,-5.7194085,6.7201905,-10.11325,-23.34226,-7.1939664,1.127948,29.498264,-7.3701115,10.662786
30,0.0,0.0,0.0,-1.9402334e-08,-4.820775e-06,-4.1868493e-06,34.436897,-24.464865,2.1165917,9.338841,-2.063702,-46.014526,-39.01816,-4.588535,68.62858,4.4505534,18.31463,96.32268,-13.878746,-35.27695,6.5951695,6.542066,-5.350676,30.657574,-5.8346095,6.696143,-0.7818786,-32.50406,-10.019798,4.046729,28.726868,-8.2907715,10.635415
31,0.0,0.0,0.0,-2.2831555e-05,-6.4433984e-06,3.7674337e-05,35.67168,-22.465843,2.6053085,9.076315,-2.1725729,-40.72605,-36.11249,-3.7548842,69.0486,4.996786,13.851575,87.327446,-13.409456,-25.587006,-8.719427,-0.11381451,-4.9433613,31.244684,-5.9642,6.6999965,-1.5669258,-20.921686,-6.6417356,6.1054497,28.601547,-8.085503,10.320504
32,0.0,0.0,0.0,-7.042434e-06,-8.7075165e-07,2.1416794e-05,35.79567,-19.728254,2.8917642,8.624867,-2.5703077,-35.29815,-30.128431,-2.5701387,68.346466,8.537859,10.522163,76.820984,-11.547941,-22.597527,-12.84546,-1.1174096,-4.9504895,32.068333,-5.940434,7.209181,-9.586562,-15.704166,-4.0179224,2.6229675,29.343472,-8.115936,10.598259
33,0.0,0.0,0.0,7.93442e-06,1.4100483e-06,-1.4101381e-05,35.733223,-16.604332,3.0137131,8.749739,-0.33131075,-27.309599,-30.78732,-2.4723206,75.56384,7.5989337,8.142928,70.92727,-9.579645,-13.88654,-12.063712,-1.7762454,-3.0769794,33.191338,-5.9234114,7.861385,-12.011461,-9.868508,-0.42471948,0.36469093,29.982105,-8.442159,11.093457
34,0.0,0.0,0.0,-4.109257e-05,-2.8615739e-06,-1.954808e-06,36.87825,-13.544666,3.0515804,9.042231,1.0111911,-23.650139,-28.305746,-1.8041924,75.55589,7.792348,7.3776617,65.08527,-7.4434457,-4.35974,-12.198953,-3.6414855,-0.6404275,34.451286,-5.7747326,7.700364,-13.052955,0.89452803,1.5623463,0.9399234,29.711979,-8.318192,11.193064
35,0.0,0.0,0.0,-3.3732595e-05,-1.8602559e-06,2.2060362e-05,37.849083,-11.158152,2.9375238,8.927828,0.3509202,-21.245155,-25.341278,-1.2730613,70.12472,9.563279,6.2381506,60.042393,-5.59129,-7.123303,-10.100585,-1.4275107,0.068732016,34.832123,-5.362283,7.8193607,-13.103601,-7.20692,-0.63441724,1.3101366,29.622547,-8.452686,11.50107
36,0.0,0.0,0.0,-1.6983628e-07,-2.3268617e-06,3.7733582e-05,39.654663,-9.198359,2.9083185,8.81392,0.61570096,-19.343647,-24.429594,-0.9308217,67.17583,8.554161,3.8432603,55.970592,-5.6531367,-3.8509157,-4.7465763,-0.33293423,3.4787738,34.744537,-4.8706636,7.599902,-6.8824205,-15.375649,-1.3726574,3.4365013,28.751677,-8.662927,11.513959
37,0.0,0.0,0.0,-6.9918326e-07,-3.646401e-06,-1.7764858e-05,40.66004,-7.5796103,2.7650797,8.78524,1.150464,-17.079718,-21.589697,-0.5582414,61.449993,9.505154,2.947824,52.244682,-4.6062956,3.7302847,-9.189803,1.957781,4.241715,35.87042,-4.799496,7.629094,1.0710876,-3.0002024,0.56207,6.0941873,27.929739,-8.995951,11.934243
38,0.0,0.0,0.0,9.116803e-06,2.0612304e-06,4.391624e-06,40.81439,-5.9372063,2.4849453,8.193011,2.2652779,-15.304401,-22.148232,-0.05500371,58.781105,8.122271,-0.7817512,50.559475,-7.2439694,5.04188,-6.849169,0.7074229,6.083647,35.365894,-4.554407,8.179217,11.596667,-13.735139,-3.0530422,6.749424,27.302725,-8.944853,11.911758
39,0.0,0.0,0.0,6.2117324e-06,3.143914e-06,-3.924367e-06,40.428844,-4.0908923,2.2774358,7.466342,2.1790528,-12.775848,-20.923817,0.119797654,56.640408,8.869375,-1.3600483,50.715206,-7.089172,4.5034227,-3.6571631,1.764617,5.606311,35.70873,-4.803016,8.137185,12.598475,-3.699077,-0.47167468,7.4798512,26.987778,-8.772341,11.940481
40,0.0,0.0,0.0,-1.2963707e-05,3.9629704e-06,2.0170823e-05,39.337708,-2.4976468,2.1845317,6.3059196,2.15162,-11.523074,-19.834469,0.044681136,56.106823,7.8810406,-6.8880553,48.9753,-4.4943585,5.1635604,-3.5040314,1.4448283,4.3938775,35.2122,-5.1047335,8.480843,2.9412405,13.999459,2.3852847,8.621704,27.02206,-8.776384,11.859619
41,0.0,0.0,0.0,2.65034e-05,-2.8987406e-06,2.3978733e-05,37.148212,-0.39910305,1.6471982,5.106787,2.7031884,-10.002848,-18.867264,0.46147358,51.810577,9.664283,-2.867247,48.405735,-3.150161,-2.7281244,-2.6859374,2.1932552,6.605489,36.75001,-4.8148656,9.55181,12.474462,8.239289,0.86026394,7.9619455,27.23557,-8.4000435,12.480135
42,0.0,0.0,0.0,3.1253198e-06,-9.166228e-07,4.984059e-06,34.219154,0.58609766,1.1721973,4.3301573,2.9346116,-8.872908,-18.514685,0.4173023,47.622963,9.065989,-3.6463845,45.79586,-3.5083547,-2.2224498,-5.4472237,-0.7850324,2.7265599,35.487103,-4.3581963,10.18736,15.638031,-11.93485,-1.9974343,5.2018933,26.992641,-9.107312,12.348871
43,0.0,0.0,0.0,-7.614793e-06,2.6363198e-06,-1.2442331e-05,32.44417,1.3236616,0.8238345,3.8593507,3.6059196,-7.866827,-17.1233,0.2798883,41.522694,9.037917,-6.270971,45.281807,-2.8936775,-7.219519,-1.6725088,-2.323025,-0.9405464,35.598843,-3.4405503,9.872525,6.658712,-9.943606,-4.8216505,4.201271,26.582289,-9.366534,12.357719
44,0.0,0.0,0.0,3.9139654e-06,-8.8412e-08,7.012537e-06,31.116411,0.91424674,0.70558023,3.9123986,3.6107855,-7.2509847,-15.277539,-0.060309425,37.06871,9.733224,-5.8650255,40.29977,-1.858339,-4.358616,1.8247358,-6.2433863,6.839053,35.608128,-3.6399693,9.540056,-5.1631,-12.825318,-0.8973198,1.4964418,28.284246,-8.85869,12.017608
45,0.0,0.0,0.0,-1.8045548e-05,1.3467846e-06,-5.8523347e-06,27.353928,-4.367434,-0.27211916,4.005538,3.1916332,-6.3735175,-15.213872,-0.044718485,36.04905,8.66328,-1.595753,40.88825,0.65178376,26.32739,-13.4361515,-3.6163576,7.368042,36.95976,-4.153609,10.595985,-4.3086934,1.748953,3.1790824,7.0336795,27.560072,-9.91912,12.315797
46,0.0,0.0,0.0,8.134692e-06,1.3538968e-06,1.3732978e-06,23.389229,-7.1181993,0.88999325,3.6329951,3.3094647,-4.2728148,-14.869819,-0.18986748,34.125042,10.70842,3.1072872,44.68939,2.482899,-0.82214594,0.53565377,-2.0971189,4.253453,37.517384,-3.8950622,10.916759,-2.7233963,10.80922,3.4578319,1.6029332,28.734768,-9.668519,12.533009
47,0.0,0.0,0.0,5.9338677e-06,-2.6559724e-07,-1.1238984e-05,18.143568,-11.899832,0.9323651,3.4079633,3.3392053,-3.7023714,-13.842359,-0.29943743,29.068901,12.120763,6.991404,41.88307,2.482164,0.17148657,-1.782483,-0.34207165,4.0766807,37.065407,-3.2814004,11.373319,1.2048526,-0.8713875,1.8178523,3.773592,28.605276,-10.2431755,12.633933
48,0.0,0.0,0.0,1.6860414e-06,-1.9313568e-06,-1.0466443e-05,19.168188,-11.176294,1.2650257,4.0702715,3.5823889,-3.3919683,-14.293852,-0.2709885,25.52976,10.965448,7.1335707,37.50529,2.5898526,12.844078,-30.68193,-7.881188,-1.4707916,36.15016,-3.8495798,10.652349,-2.4915056,-8.912979,1.3776281,4.9982944,28.710335,-10.94413,12.611371
49,0.0,0.0,0.0,1.3761956e-05,-1.9358276e-06,-1.5785536e-06,18.799608,-9.388259,1.5631036,3.9454615,3.7911315,-3.0295622,-14.477834,-0.19550335,21.767715,11.102107,2.3128178,22.705217,4.549422,12.190273,-16.7362,-7.398301,3.9876406,35.85688,-3.8256679,10.771133,-3.8397071,9.856806,5.6844654,3.3493326,28.510933,-10.630861,12.727732
50,0.0,0.0,0.0,-4.488339e-06,-5.430742e-06,-1.4440158e-05,17.78101,-7.6938114,1.7072493,3.6658344,3.7512484,-2.374253,-15.213203,-0.109277084,18.322659,12.305637,2.1795208,20.51646,4.721953,6.4902363,-16.943436,-7.887115,2.0582378,36.501804,-3.6092148,11.216284,-9.806946,11.839646,5.3732266,4.0213747,28.950207,-10.646509,12.824877
51,0.0,0.0,0.0,-4.361739e-06,-1.2972463e-06,9.74536e-06,16.336275,-6.4292927,1.5879593,3.2166715,3.7268813,-1.199021,-16.778486,0.122209914,17.209986,13.438964,1.4456656,18.593344,3.4360805,-2.6127532,1.1760046,0.08025937,1.2129971,36.292206,-3.5740323,11.976158,9.162645,0.26922858,5.787669,1.4311887,28.48766,-10.469132,12.856032
52,0.0,0.0,0.0,4.9456627e-08,-7.518337e-07,-1.351436e-07,15.16576,-5.464572,0.67570597,2.906415,3.5819957,-1.2198323,-18.684689,0.49931142,14.917017,11.817426,-1.4598068,11.409651,-2.5560927,-10.99369,11.397519,2.4343276,1.9860629,35.58329,-3.235966,12.715231,17.011559,-15.681779,0.28925073,0.44748813,27.875723,-10.499811,12.986014
53,0.0,0.0,0.0,8.79695e-07,-1.461863e-06,-5.6680337e-06,10.820186,-5.597983,-0.5777496,1.8405504,3.2089555,-0.46289992,-20.451246,0.8918326,13.08837,11.90542,5.1508694,2.495768,-6.3505235,-13.988569,10.54553,0.76649314,-0.7431874,35.90423,-3.3331492,13.448493,1.608154,-6.427042,-0.17602341,2.8426363,28.360798,-10.514352,13.017741
54,0.0,0.0,0.0,3.6930517e-06,2.0127989e-06,4.3516866e-06,5.569522,-3.576135,-0.9096576,-2.0583978,3.0284517,-0.5053121,-20.832108,0.9075722,11.984751,12.74408,5.427294,2.2333982,-6.104577,-3.2006795,-10.603577,-2.5299993,2.1976974,35.59472,-3.8214166,13.069609,-3.0847356,-0.016668424,2.4503984,1.2171829,28.720186,-10.277261,12.93967
55,0.0,0.0,0.0,-2.6797252e-06,-1.1771425e-06,-1.0345391e-05,-3.0567884,-1.4988294,-1.1136045,-9.282686,1.4277841,-0.16218404,-19.964495,0.64595497,11.079576,12.734056,7.086426,3.216263,-5.206469,-3.243643,-1.2085313,-2.1805418,3.5615935,35.64433,-3.731488,12.845114,-0.58969134,10.41668,5.9452567,2.8646166,28.434923,-9.942019,12.535499
56,0.0,0.0,0.0,3.3322256e-06,-1.7714545e-06,-1.1294884e-05,-10.65041,-1.3654152,-0.87647396,-12.934007,-1.3449547,-2.2941475,-18.65514,-0.013859511,8.865111,13.178604,19.155113,0.23882829,-5.5910344,4.7796407,1.346293,-2.0702193,3.2433307,35.74856,-4.088755,13.551829,-2.2086782,16.03514,7.647106,6.081025,28.629726,-9.747808,12.666271
57,0.0,0.0,0.0,-5.2414003e-07,-2.6236563e-07,-2.450562e-06,-17.699404,-4.2802844,0.25417617,-13.704039,-0.08117342,-1.5361009,-17.838203,-0.40425777,8.032544,15.384487,31.385988,12.380949,-1.6085609,-1.4561847,-5.2106886,-1.0236204,4.4269085,37.01291,-3.8685296,13.609384,-2.294406,26.131578,10.216216,4.6460276,29.247433,-9.749485,13.001376
58,0.0,0.0,0.0,3.177814e-06,1.3371906e-06,1.8842446e-06,-19.9497,-4.6249657,0.60887086,-14.001706,0.5868707,-1.4116888,-16.001154,-0.7880886,7.183169,17.381557,35.841812,17.844421,0.48243287,5.684667,-4.797375,0.06694595,6.62114,37.096897,-4.2567964,13.760108,4.338813,21.937113,8.75912,10.321407,28.809635,-10.023132,13.199213
59,0.0,0.0,0.0,-6.8249085e-07,1.1094138e-06,1.4562384e-06,-23.298948,-3.8360276,0.4224581,-15.437851,0.7721194,-1.2526543,-13.82015,-0.98260957,5.6844397,21.594707,33.144142,18.63992,0.3800988,4.931671,8.559613,1.9224837,5.397464,36.11912,-4.7032866,13.893641,9.756861,4.0573034,-0.039996397,6.8400393,28.67309,-10.0007715,13.192693
60,0.0,0.0,0.0,-1.281585e-05,9.1767356e-07,-1.3337992e-05,-23.879015,-3.193225,0.25906366,-15.816981,1.6468959,0.7292773,-13.126436,-1.3780417,5.93121,21.530691,31.662971,20.507277,0.9032654,-0.19211309,3.824121,2.1826913,3.1854298,36.394405,-5.20125,14.003512,13.008421,1.1410555,-0.86576635,7.2302394,29.256802,-10.079467,13.275926
61,0.0,0.0,0.0,-7.915407e-06,3.9901565e-06,4.5578236e-06,-26.087093,-2.9565997,-0.33098873,-16.892212,3.778715,8.530158,-12.866035,-1.0067648,6.6049695,25.329113,27.641773,23.559423,0.40259957,8.024456,-8.25855,0.33209297,6.701445,37.017845,-5.265594,13.984426,10.035944,5.0682125,-0.23676239,6.874892,29.438385,-9.98815,13.30107
62,0.0,0.0,0.0,7.252355e-07,-4.17029e-06,4.192103e-07,-27.884188,-2.311686,-0.4903353,-19.161304,3.0032454,10.648999,-12.987598,-1.1045482,7.9096556,24.45588,23.241724,26.132845,3.1281042,19.07101,-11.94339,-3.5713274,8.512333,36.921867,-5.0470815,13.399487,0.52565664,9.479746,2.618818,5.3887,29.41366,-10.083758,13.068724
63,0.0,0.0,0.0,1.28063275e-05,4.01244e-06,1.1779292e-05,-30.515993,-6.1029654,-0.9642706,-17.771141,9.29316,17.323189,-11.724933,-0.8039885,8.758305,24.39338,20.441153,30.10943,4.722921,14.011114,-6.8675656,-1.5335194,7.4677444,36.710808,-4.997204,13.430658,2.6108968,8.376627,2.1293287,5.305573,29.474243,-9.948661,13.167008
64,0.0,0.0,0.0,2.574767e-06,3.2225144e-06,-3.098077e-05,-32.225143,-19.662449,0.76684594,-3.799148,21.145962,12.259742,-3.2819555,-1.1094478,2.4739232,19.779114,35.4481,12.348737,0.2681671,-27.859602,-3.2925844,4.182101,-7.910065,36.29626,-3.7644253,13.599255,9.68053,-3.6574285,3.8278327,8.94506,28.122288,-10.516989,12.998323
65,0.0,0.0,0.0,-9.955411e-06,3.6595518e-06,-3.1552556e-06,-30.999138,-18.101746,0.8003288,9.052086,21.773857,7.1581,0.085145816,-1.4168273,-3.1877658,16.901148,34.260345,14.020499,1.0666357,3.7799253,-22.848623,-4.419673,3.7347121,35.633717,-3.395862,13.547303,3.3768406,13.444104,4.4447618,8.079173,26.944204,-10.22121,13.583936
66,0.0,0.0,0.0,1.5953954e-06,1.0898532e-05,-1.3758945e-05,-35.44127,-15.871234,0.395311,23.47511,21.351923,2.8697774,4.52868,-1.7126503,-8.01344,12.560048,45.795303,24.630978,5.8298407,5.0423346,-16.886929,-3.5746539,-1.391961,36.08935,-2.722597,14.672028,-3.5754976,19.580566,8.450995,9.4249115,26.54531,-9.98235,13.750061
67,0.0,0.0,0.0,-2.2931322e-06,-4.81234e-06,-2.8401166e-05,-35.92064,-14.018641,-1.5462074,22.591682,5.9887233,1.0819421,7.5261583,-1.8584255,-14.112793,-9.24464,49.10416,27.826973,7.736634,-14.298451,-15.311501,-3.4051719,-6.6201744,34.61246,-1.2501853,15.092185,-2.917929,0.18431829,1.8434417,4.827811,26.14709,-9.930524,13.068238
