Timestep,glut_med1_r,glut_med2_r,glut_med3_r,glut_min1_r,glut_min2_r,glut_min3_r,semimem_r,semiten_r,bifemlh_r,bifemsh_r,sar_r,add_long_r,add_brev_r,add_mag1_r,add_mag2_r,add_mag3_r,tfl_r,pect_r,grac_r,glut_max1_r,glut_max2_r,glut_max3_r,iliacus_r,psoas_r,quad_fem_r,gem_r,peri_r,rect_fem_r,vas_med_r,vas_int_r,vas_lat_r,med_gas_r,lat_gas_r,soleus_r,tib_post_r,flex_dig_r,flex_hal_r,tib_ant_r,per_brev_r,per_long_r,per_tert_r,ext_dig_r,ext_hal_r,glut_med1_l,glut_med2_l,glut_med3_l,glut_min1_l,glut_min2_l,glut_min3_l,semimem_l,semiten_l,bifemlh_l,bifemsh_l,sar_l,add_long_l,add_brev_l,add_mag1_l,add_mag2_l,add_mag3_l,tfl_l,pect_l,grac_l,glut_max1_l,glut_max2_l,glut_max3_l,iliacus_l,psoas_l,quad_fem_l,gem_l,peri_l,rect_fem_l,vas_med_l,vas_int_l,vas_lat_l,med_gas_l,lat_gas_l,soleus_l,tib_post_l,flex_dig_l,flex_hal_l,tib_ant_l,per_brev_l,per_long_l,per_tert_l,ext_dig_l,ext_hal_l,ercspn_r,ercspn_l,intobl_r,intobl_l,extobl_r,extobl_l
384,-14.486281,-2.503101,-1.4487773,-1.9487017,-1.9638764,-1.8725375,-5.337989,-4.9408383,-2.3250844,-79.82668,-12.145855,-56.41232,-19.37084,-15.084289,-0.0021578935,-0.04790767,-8.461524,-4.4827914,-5.909107,-0.48173597,-0.46835822,-2.584893,-166.29878,-171.32147,-38.84654,-8.875421,-23.337471,-231.5717,-113.58667,-147.78093,-218.31494,-24.29453,-9.176662,-67.57645,-39.483948,-3.379223,-7.828204,-160.08513,-1.843723,-10.6789255,-6.539319,-52.39189,-5.989808,-286.97958,-83.90964,-29.655916,-50.702625,-39.18849,-23.261951,-11.247863,-3.7601748,-9.701235,-28.761154,-5.8208504,-1.1690831,-0.046259396,-0.8252263,-0.22027317,-11.392106,-62.99096,-0.034439392,-0.22103104,-20.431095,-26.244478,-4.4727855,-46.255703,-0.8754174,-0.8483485,-0.70594394,-3.9775696,-277.08786,-193.56554,-215.24936,-381.13,-3.8392015,-1.7797354,-0.50953877,-6.84082,-2.2269287,-0.0036584802,-107.61238,-0.058719717,-0.7708578,-5.812555,-51.30535,-6.4582224,-306.68927,-36.44833,-102.7694,-10.518054,-78.71309,-195.31552
385,-12.673515,-2.1998448,-1.2814684,-1.7097349,-1.7242436,-1.6510212,-5.219937,-4.3806906,-2.1415284,-75.60161,-11.923532,-56.703697,-19.138632,-15.120517,-0.0018984478,-0.04274666,-7.4823747,-4.212291,-5.7440076,-0.42812914,-0.41779062,-2.5015948,-163.64886,-169.07614,-41.42153,-9.275401,-24.63851,-216.87292,-99.89189,-134.74135,-191.4886,-21.842436,-8.227349,-60.576843,-34.638905,-3.2118108,-7.4590955,-153.31314,-1.6246598,-9.399669,-6.4099355,-50.408142,-5.890949,-289.37027,-90.600685,-25.108217,-53.477673,-41.852783,-24.485737,-9.948591,-3.325548,-8.599574,-24.886753,-6.405722,-1.0390826,-0.04116852,-0.7419539,-0.1997843,-10.17796,-65.30125,-0.030571805,-0.19522448,-18.761744,-22.508766,-4.011775,-40.11619,-0.7699352,-0.7524356,-0.62281674,-3.3642313,-321.97568,-184.10123,-209.90121,-376.2087,-3.3760347,-1.5582011,-0.43743894,-5.8933253,-2.0002453,-0.0031591977,-113.270424,-0.051328428,-0.67058325,-5.550528,-52.969048,-6.563008,-312.3957,-32.16948,-107.68056,-9.326786,-73.819626,-190.51877
386,-10.889655,-1.9142752,-36.32952,-1.4465272,-1.4620868,-4.5007496,-5.160839,-3.8902922,-1.9776767,-67.57474,-11.444863,-57.062645,-18.529236,-15.340277,-0.0017212381,-0.03811124,-6.3060145,-3.9683113,-5.3674464,-0.379736,-0.50199044,-2.2425325,-154.51793,-159.43399,-44.800377,-11.047911,-37.56699,-201.12071,-90.02474,-124.38524,-172.62146,-19.655468,-7.3826466,-54.265347,-30.412481,-5.8541837,-7.0338793,-141.32753,-1.4311528,-8.273058,-6.847856,-47.25839,-5.7359295,-318.10446,-95.72062,-23.799858,-57.95849,-45.78081,-27.737574,-8.903754,-2.9418247,-7.732703,-21.453432,-8.167898,-0.9083462,-0.03560087,-0.6453252,-0.17392865,-9.089652,-67.48634,-0.026583582,-0.17015497,-17.676493,-20.372217,-3.6649895,-38.99676,-0.66871643,-0.66696006,-0.549482,-3.2841792,-380.72946,-182.25656,-211.91913,-408.75894,-2.9923027,-1.3859754,-0.40224317,-5.3607926,-1.818281,-0.002878742,-112.522446,-0.0458167,-0.60290784,-4.9723253,-53.342213,-6.425108,-325.1019,-259.131,-120.38073,-8.267373,-69.85257,-180.88635
387,-9.350536,-1.6463692,-56.527985,-1.2467508,-1.2413436,-7.6781087,-5.1599317,-3.4606686,-4.2796183,-59.730976,-11.098756,-58.21776,-17.933151,-15.209365,-0.0015459305,-0.03397687,-5.6291566,-3.785825,-4.9498463,-9.37273,-14.635903,-11.455579,-148.1754,-152.27838,-46.926846,-11.143289,-41.59133,-183.12476,-79.633,-113.60425,-153.30006,-17.691956,-6.626775,-48.555454,-26.717884,-5.982659,-6.553318,-134.33322,-1.2582321,-7.267649,-6.8589716,-45.068,-5.661868,-332.69913,-96.47173,-21.416407,-60.397247,-47.54397,-29.06254,-8.100142,-2.6233468,-6.9600945,-18.793398,-8.2380085,-0.79798126,-0.031102592,-0.56543374,-0.1522531,-7.9421253,-67.320595,-0.023328684,-0.14984232,-15.993178,-17.83386,-3.2376413,-34.762226,-0.58650637,-0.59046054,-0.48467067,-2.995503,-373.99692,-179.01923,-212.79916,-435.49716,-2.633446,-1.2156224,-0.34659743,-4.615748,-1.5673755,-0.0024835411,-137.88408,-0.040021073,-0.52399147,-4.8391714,-64.47997,-7.4656754,-308.74463,-259.3556,-130.45628,-7.3321347,-63.765606,-194.8001
388,-8.134797,-1.4283677,-52.804337,-1.1054239,-1.090658,-7.5007157,-5.174541,-3.0808625,-6.3634133,-56.63563,-11.097018,-58.344864,-17.324951,-14.571747,-0.001358052,-0.030161193,-5.633564,-3.7202775,-4.803721,-9.150299,-13.815571,-11.062647,-151.37187,-153.0867,-45.897087,-11.022657,-39.64924,-168.25627,-67.85109,-102.107605,-128.47011,-15.922016,-5.948002,-43.375725,-23.482029,-7.1620135,-6.389854,-129.4128,-1.1032745,-6.365976,-6.8348804,-43.47141,-5.624508,-327.2069,-100.72476,-17.123186,-62.10159,-48.537834,-30.235643,-7.3891153,-2.351899,-6.201764,-16.671022,-7.925263,-0.71641624,-0.027971325,-0.51123303,-0.13735372,-6.877293,-66.04965,-0.020954877,-0.13384114,-14.620427,-14.720424,-2.7497559,-30.672573,-0.5229299,-0.52228993,-0.42749757,-2.3643303,-342.17783,-210.07732,-252.52727,-502.9125,-2.2463741,-1.0323554,-0.26406106,-3.7606297,-1.2881743,-0.0020306702,-173.79608,-0.03437315,-0.44261748,-5.1959834,-76.08882,-8.366168,-297.37283,-244.49792,-121.78316,-6.4965687,-56.83928,-188.1804
389,-6.4989867,-1.201135,-45.45304,-0.9010901,-0.8801386,-6.4361634,-5.196562,-2.7443504,-6.5593843,-53.818478,-10.881245,-58.189217,-16.499056,-13.5936365,-0.0012222978,-0.02672316,-5.2951307,-3.5122533,-4.362291,-7.9420457,-11.972938,-9.779982,-154.00664,-153.3832,-47.066193,-12.106678,-35.876385,-151.73727,-57.457035,-91.41985,-107.21021,-14.317528,-5.3354845,-38.673836,-20.614277,-7.2132015,-8.108061,-122.79802,-0.9657526,-5.5641155,-6.585938,-41.287502,-5.589862,-347.54837,-102.01978,-15.308001,-64.25323,-50.762424,-32.959003,-6.305586,-2.0361981,-5.249354,-14.65362,-7.7689986,-0.62961906,-0.024123814,-0.43500715,-0.114906825,-5.6822057,-65.8926,-0.01842512,-0.117167175,-15.974356,-13.167712,-2.2330668,-27.008196,-0.4649388,-0.4555305,-0.37418866,-2.1399374,-323.55026,-214.22726,-254.06523,-516.5198,-2.0575094,-0.9530034,-0.27122492,-3.5870743,-1.2168387,-0.001936306,-216.62473,-0.031109158,-0.40748915,-5.9828544,-93.28914,-9.3098545,-285.51056,-352.59845,-119.98189,-48.220127,-50.95643,-165.73035
390,-5.2698865,-1.0239588,-38.52449,-0.7515335,-0.73015136,-5.5505986,-5.225396,-2.446128,-14.600013,-50.789047,-10.454151,-55.90493,-15.394111,-12.570455,-0.00109584,-0.02371345,-4.9112086,-3.16609,-3.8588452,-6.8948793,-10.458882,-8.697218,-151.21155,-148.87201,-46.00398,-12.510536,-32.48088,-132.81961,-48.3125,-81.381516,-89.89124,-12.859023,-4.7813015,-34.414917,-18.044207,-7.236658,-9.899839,-115.76177,-0.8444125,-4.8547764,-6.346736,-38.80252,-5.5588717,-364.28732,-101.442535,-15.590876,-65.28988,-51.381638,-33.594234,-5.7154202,-1.8110145,-4.6271534,-12.97596,-7.6431713,-0.5548877,-0.021007212,-0.37357822,-0.09804515,-4.8240457,-64.06058,-0.016252764,-0.10320286,-21.138538,-14.831917,-1.8355657,-23.73565,-0.4119848,-0.38831744,-0.31447238,-1.7519323,-299.4126,-210.93114,-245.43657,-509.07953,-1.8161485,-0.8404971,-0.23282684,-3.0990903,-1.0528816,-0.001675527,-246.23495,-0.027222939,-0.35507086,-6.518961,-103.967064,-10.573962,-272.78516,-343.7817,-121.18356,-47.85813,-49.356243,-150.02048
391,-4.3063936,-0.8628788,-34.228054,-0.634278,-0.60861623,-4.8653646,-5.2462115,-2.18082,-14.217544,-46.089462,-10.0925255,-54.60246,-14.395589,-11.564393,-0.0009793522,-0.020968318,-4.39291,-2.895756,-3.4078808,-5.925175,-9.503604,-7.8197827,-146.58867,-144.79001,-44.88252,-12.539072,-29.298885,-117.52997,-40.041122,-71.701836,-75.80523,-11.534303,-4.280181,-30.56879,-15.736599,-7.0687695,-9.931123,-108.034615,-0.7375912,-4.6662755,-6.2917914,-35.91485,-5.5849075,-376.80374,-97.551155,-14.223856,-66.208824,-51.940655,-33.963337,-5.075089,-1.5972469,-4.039114,-16.78148,-8.132473,-0.48756275,-0.018189035,-0.31714827,-0.08304827,-4.0685353,-63.00863,-0.014303608,-0.09077182,-19.452242,-13.034485,-1.5171204,-22.003525,-0.36498424,-0.33295766,-0.2675802,-1.5553982,-282.5657,-183.00542,-209.52222,-445.579,-1.6030508,-0.74219984,-0.20283562,-2.7088342,-0.9206877,-0.0014662364,-250.23894,-0.023925915,-0.31154132,-6.397246,-104.78709,-11.150431,-244.18195,-312.98352,-127.97058,-40.691402,-46.019627,-138.37708
392,-3.729998,-0.73084474,-62.738842,-0.5618889,-0.5277391,-7.522119,-11.408683,-7.0231404,-53.08615,-43.45165,-9.622652,-51.421925,-12.84691,-10.487014,-0.00086989667,-0.018411443,-4.030978,-2.6368845,-3.007467,-15.109368,-41.021267,-17.631304,-138.25912,-136.84778,-43.70808,-11.697148,-31.082714,-99.20421,-32.49041,-62.241295,-63.399715,-10.331634,-3.827135,-27.102055,-13.958669,-8.697853,-9.733395,-102.28716,-0.6428756,-4.361711,-6.524929,-33.794106,-5.783963,-380.07294,-92.341995,-12.670653,-66.43461,-51.526867,-33.482132,-4.4578457,-1.4056227,-3.5356722,-31.012415,-9.686696,-0.42994496,-0.015930073,-0.276545,-0.07235669,-3.5129426,-63.796455,-0.012619797,-0.079983115,-16.731808,-11.2031765,-1.3039769,-87.025986,-3.17228,-0.2941493,-0.2370331,-1.4167868,-284.02597,-155.39888,-177.43857,-384.7513,-1.4149156,-0.6542389,-0.17551675,-2.3602211,-0.80296284,-0.0012791001,-244.89412,-0.021007063,-0.2728871,-5.977249,-102.01398,-11.035728,-228.57932,-361.84845,-135.73457,-34.751778,-40.91076,-127.93664
393,-3.2733264,-0.617985,-61.435467,-0.50007236,-0.45697495,-6.9357452,-12.979046,-9.795163,-68.27002,-42.939438,-9.261134,-48.41608,-11.438935,-9.432122,-0.0007766854,-0.016242996,-3.5407484,-2.3935516,-2.65445,-14.880407,-41.354534,-21.307873,-127.28043,-126.966965,-46.223427,-10.988966,-27.541178,-80.17565,-25.918358,-53.22474,-51.52754,-9.24344,-3.4186873,-23.992722,-12.175738,-8.249182,-9.303134,-100.507416,-0.5616629,-3.8437703,-7.1997986,-33.055378,-7.294969,-394.91086,-89.57688,-11.999947,-68.00951,-52.180386,-34.66272,-3.895345,-1.2318326,-3.120008,-71.60029,-11.07888,-0.3720824,-0.0137022985,-0.23492178,-0.062442828,-3.1023154,-65.129,-0.010952774,-0.06981313,-14.902338,-10.095389,-1.17371,-168.67383,-77.18678,-0.26010314,-0.21447061,-1.3791254,-283.06226,-133.19992,-152.13998,-322.45905,-1.248716,-0.57792455,-0.15966316,-2.1156924,-0.71815133,-0.0011470969,-232.99437,-0.018622573,-0.24283174,-5.484113,-96.5037,-10.436087,-211.98834,-379.41055,-149.28722,-30.08701,-37.061607,-121.11219
394,-2.8507497,-0.5251257,-53.411564,-0.44379315,-0.3976668,-5.8684573,-13.512046,-14.612764,-70.51777,-42.408836,-9.1101885,-47.522976,-11.020603,-9.004623,-0.00068969425,-0.014194201,-3.196719,-2.1587198,-2.3445034,-13.754364,-37.509598,-23.485384,-122.862526,-123.898994,-46.425606,-10.033095,-23.28624,-67.18337,-20.363579,-44.77133,-41.477024,-8.261781,-3.05139,-21.221695,-10.602129,-7.5696383,-9.15873,-98.652565,-0.4922855,-3.580542,-7.310161,-32.01226,-7.4640126,-408.48743,-87.47756,-11.178567,-68.84935,-52.30802,-35.099117,-3.3198943,-1.0683122,-2.704933,-91.6505,-11.069703,-0.32229754,-0.011830213,-0.20079924,-0.054074038,-2.732239,-66.02247,-0.009522895,-0.060888637,-13.226781,-9.040325,-1.0495962,-172.74257,-80.00094,-0.23007882,-0.1923879,-1.2837678,-280.5268,-115.047485,-131.9882,-270.94162,-1.1012683,-0.5086883,-0.14181778,-1.8708935,-0.6347685,-0.0010153526,-230.91818,-0.016433692,-0.21447323,-5.2250786,-94.64966,-10.230935,-187.48859,-356.12915,-148.79881,-25.634329,-32.85404,-151.69244
395,-2.4489453,-0.45246628,-47.87486,-0.38921213,-0.34680945,-5.2477527,-13.019844,-14.374946,-69.50279,-40.862347,-8.87415,-45.26658,-10.301167,-8.233054,-0.0006086458,-0.0122971,-2.9165788,-1.9251791,-2.0717273,-12.660657,-33.91652,-22.02355,-120.287605,-122.25928,-45.051445,-9.880787,-21.436663,-59.044144,-15.867799,-37.02831,-33.96707,-7.3763056,-2.721107,-18.745298,-9.227237,-7.1732945,-9.1082945,-97.22073,-0.4315251,-3.180277,-7.1934752,-30.87517,-7.425188,-411.82376,-83.86621,-9.920321,-68.355286,-51.439156,-34.399498,-2.797252,-0.9230433,-2.3077698,-87.77762,-10.894377,-0.2826156,-0.010323098,-0.173758,-0.04697397,-2.3739688,-65.74745,-0.008367685,-0.05329516,-11.450349,-7.8457823,-0.90564895,-165.78871,-75.78624,-0.20099507,-0.1680758,-1.140289,-292.4874,-99.31894,-114.238464,-235.45166,-0.9711654,-0.4483839,-0.12663057,-1.660502,-0.56298023,-0.0009019973,-229.66214,-0.014521531,-0.18983881,-4.967402,-93.09281,-10.016708,-163.45712,-334.44153,-140.55907,-22.534752,-29.12026,-143.97253
396,-2.0663645,-0.39192438,-43.85438,-0.33434045,-0.29770592,-4.8503613,-12.196791,-13.094564,-66.341965,-37.475197,-8.624112,-42.21232,-9.659277,-7.3039846,-0.0005402882,-0.01078663,-2.5552623,-1.707875,-1.8310612,-11.48874,-31.005157,-20.423103,-114.30699,-117.44688,-44.11325,-10.260324,-20.630404,-53.44945,-12.413191,-30.137644,-27.991037,-6.5770555,-2.423906,-16.525732,-8.0684395,-6.6889405,-8.837471,-94.78843,-0.37915266,-3.2232068,-6.9475307,-29.481249,-7.282333,-423.41992,-79.710075,-8.725501,-68.02831,-50.791325,-33.79404,-2.383985,-0.8005669,-1.9713366,-82.281555,-10.671711,-0.24617593,-0.008911152,-0.14674722,-0.040038228,-2.039612,-64.45053,-0.007324798,-0.04655313,-9.880917,-6.741452,-0.7606995,-155.6525,-69.686554,-0.17022389,-0.14177692,-0.998988,-286.95245,-85.59302,-98.34088,-203.91818,-0.8570783,-0.39584514,-0.11289168,-1.4728979,-0.49910548,-0.00080086954,-227.13531,-0.0128299,-0.1679897,-4.764952,-92.01243,-9.701081,-143.07607,-312.09918,-133.77274,-52.60346,-25.98403,-134.90266
397,-1.7773287,-0.3412161,-41.11712,-0.2901188,-0.25747424,-4.407102,-21.121975,-16.338737,-75.15632,-46.777004,-8.353316,-40.395054,-9.127653,-6.8187413,-0.00048139747,-0.009550207,-2.2176242,-1.5127251,-1.6179051,-10.431093,-29.312197,-19.684711,-107.797134,-113.32493,-43.38287,-10.255298,-19.510859,-45.80568,-9.865578,-24.14071,-23.465834,-5.85617,-2.1566298,-14.577994,-7.080334,-6.156421,-8.756084,-91.11601,-0.33366737,-2.9134855,-6.7089024,-27.697401,-7.166506,-435.1753,-75.0731,-7.7156835,-68.02744,-50.22046,-32.771774,-2.046884,-0.6966802,-1.6939203,-84.58968,-10.589256,-0.2135057,-0.00766995,-0.123254865,-0.03400982,-1.7542878,-63.412502,-0.006394377,-0.04065009,-8.573713,-5.815324,-0.639155,-182.21155,-98.30489,-0.14286008,-0.118101455,-0.8780054,-282.6316,-73.9721,-84.89131,-174.05646,-0.754586,-0.34805885,-0.09906993,-1.291135,-0.43786484,-0.00070298207,-229.07552,-0.011286098,-0.1476204,-4.7092843,-92.427666,-9.772009,-125.88857,-284.25366,-132.89636,-45.7224,-23.139824,-126.392494
398,-1.5964744,-0.29889527,-57.137463,-0.2600131,-0.22883338,-4.4851446,-66.97239,-24.301157,-117.69326,-90.12133,-8.427477,-38.647495,-8.137486,-6.406172,-0.00042767663,-0.008431251,-1.9864455,-1.3397704,-1.4273174,-10.101945,-31.98768,-19.344263,-101.1365,-109.22393,-46.250614,-9.991409,-21.222738,-39.905544,-8.147927,-19.141867,-20.370995,-5.2069697,-1.916571,-12.939231,-6.3117743,-5.514618,-8.4841585,-104.420906,-0.2957023,-2.588316,-6.3750234,-29.174686,-6.9559193,-440.81625,-70.29347,-6.9445806,-68.14802,-49.65858,-31.439283,-1.7217532,-0.6020413,-1.4472951,-91.84436,-11.264275,-0.18590048,-0.0066534188,-0.105454646,-0.029307282,-1.5223545,-66.20187,-0.0055932603,-0.035537258,-7.5300384,-5.091811,-0.55095774,-275.21948,-192.40717,-0.12494995,-0.1042412,-0.79012746,-326.89066,-64.58592,-74.64767,-149.89874,-0.6642,-0.30616352,-0.08812715,-1.1431519,-0.38762322,-0.0006231211,-215.82382,-0.009964715,-0.13049266,-4.5068655,-88.15868,-9.510521,-111.1671,-261.65594,-156.5031,-36.52854,-20.401321,-121.291756
399,-1.5435823,-0.27033618,-86.39695,-0.24408175,-0.21378781,-7.791548,-87.34164,-24.834366,-146.91745,-119.4042,-8.76428,-35.147068,-7.103572,-5.710029,-0.00037904797,-0.0075063426,-1.8009279,-1.1725254,-1.2546444,-12.484466,-44.801228,-18.579208,-92.936966,-102.94348,-45.788513,-9.302119,-25.082947,-35.333626,-7.092035,-15.183214,-18.390675,-4.6243105,-1.7016265,-11.450242,-5.6836405,-5.1120477,-8.187282,-99.841255,-0.26360536,-2.319408,-5.850298,-27.697592,-6.531704,-437.27924,-64.52832,-6.25156,-67.54204,-48.745792,-29.792538,-1.481195,-0.5260302,-1.2739393,-90.23527,-12.778484,-0.16203192,-0.005859053,-0.09354481,-0.026116358,-1.3712252,-71.31926,-0.0048836744,-0.03113283,-6.7231135,-4.5909066,-0.505452,-380.86786,-298.6099,-0.11292805,-0.09549937,-0.71027833,-420.40512,-56.83511,-66.68258,-130.45828,-0.5751118,-0.26448363,-0.07655073,-0.99493146,-0.33797354,-0.0005432275,-207.23083,-0.008743477,-0.114197634,-4.4500833,-85.57352,-9.408615,-106.05759,-251.67836,-189.52171,-32.2774,-18.037512,-111.93042
400,-1.4249825,-0.24276832,-103.217514,-0.22192727,-0.19465229,-10.25633,-155.04785,-31.441347,-190.56256,-167.7305,-9.262208,-30.662266,-6.2026653,-5.02346,-0.00033556524,-0.0066546635,-1.7796665,-1.0264964,-1.0988016,-12.6516075,-50.267017,-17.33727,-88.13556,-98.44799,-43.9799,-9.102545,-27.898046,-32.191143,-6.441858,-12.126908,-17.032667,-4.100212,-25.341862,-10.137552,-5.0136337,-5.0281324,-7.848976,-95.78839,-0.23253943,-2.046566,-5.4169545,-26.497314,-6.2472167,-438.17508,-59.62609,-5.7340026,-67.58381,-48.762188,-28.833155,-1.2142459,-0.45026654,-1.0820234,-86.4965,-12.937399,-0.1403505,-0.005079072,-0.08030713,-0.022635078,-1.200466,-74.61301,-0.0042505823,-0.027164094,-6.0638943,-4.1375394,-0.45102224,-433.379,-353.8213,-0.1024151,-0.08860396,-0.6404451,-477.51077,-50.23115,-60.107048,-114.267075,-0.5193004,-0.24067225,-0.071440004,-0.94658214,-0.32008561,-0.0005173006,-166.22606,-0.007964256,-0.10594521,-3.8641922,-71.04739,-8.004369,-263.51236,-245.30113,-190.37036,-27.661997,-15.875755,-94.77205
401,-1.3951398,-0.2263907,-110.594894,-0.21135348,-0.18831776,-11.447742,-245.67009,-50.78516,-252.4361,-222.43378,-9.868041,-26.892994,-5.295115,-4.35389,-0.0002898867,-0.0057998337,-1.769503,-0.8802299,-1.160626,-12.83934,-50.834366,-19.685083,-88.497925,-96.23618,-44.010193,-8.213896,-30.65727,-30.717295,-6.092262,-9.975113,-16.190931,-3.6281712,-42.416504,-8.969654,-4.3688416,-4.9222913,-7.6996136,-95.53063,-0.20376666,-1.7882104,-5.173709,-26.293016,-6.160988,-415.13593,-53.092117,-4.958227,-66.4659,-46.825245,-26.997358,-1.0079398,-0.3894481,-0.92751545,-115.91134,-12.788484,-0.1277587,-0.004644625,-0.07593933,-0.020958051,-1.0790807,-75.126305,-0.003823071,-0.0240628,-5.2278247,-3.6022463,-0.40721747,-464.4458,-385.57706,-0.09400654,-0.0794659,-0.5650267,-475.02573,-44.33449,-54.006824,-100.09229,-29.004871,-0.21215943,-0.063198134,-0.8357332,-0.2827715,-0.00045743847,-155.31866,-0.0070265555,-0.09354125,-3.888353,-66.6223,-7.7583537,-324.04388,-237.92737,-192.21059,-25.298702,-13.700313,-83.837204
402,-1.3460398,-4.5899196,-144.94618,-0.19922425,-0.18382868,-16.025812,-251.12813,-50.493713,-258.0898,-222.54121,-9.69107,-22.01674,-4.4569173,-3.6760876,-0.0002514131,-0.005199105,-2.8782043,-0.7303559,-1.0285821,-13.37824,-60.52142,-18.981346,-81.06944,-88.133286,-40.489582,-7.4215307,-39.229176,-28.46082,-5.850656,-8.554937,-15.507162,-3.205145,-42.74598,-7.9315333,-3.8261738,-5.54388,-7.2135863,-94.82664,-0.17907506,-1.5690881,-4.880536,-25.960878,-5.987923,-391.13522,-46.200356,-4.297792,-63.806396,-44.520462,-24.809214,-0.8851888,-0.34393373,-0.8355595,-113.07153,-14.609868,-0.11314218,-0.004206577,-0.071066655,-0.019489668,-1.0053935,-76.780075,-0.0033686508,-0.021158678,-4.6213565,-3.2601652,-0.3888814,-525.98676,-458.89255,-0.08440904,-0.070592046,-0.49553895,-553.4107,-39.291958,-48.85936,-88.152596,-45.690094,-0.18507351,-0.055940703,-0.7302366,-0.24729586,-0.00040041292,-149.37444,-0.0061649103,-0.08191736,-3.9130409,-64.25255,-7.6661315,-538.2405,-295.1769,-198.17152,-25.07162,-12.023393,-80.56214
403,-1.2290138,-4.5697703,-155.88223,-0.18198587,-0.1705317,-17.3214,-298.5389,-56.740917,-295.42145,-242.20294,-9.61004,-18.237444,-3.778239,-3.0717146,-0.00021638634,-0.004575524,-2.9120603,-0.6188172,-1.5716319,-13.519576,-62.226067,-20.766886,-78.55647,-84.56071,-39.988438,-6.816152,-42.981865,-26.695595,-5.5135117,-7.470593,-14.533579,-2.8283057,-46.979134,-7.011387,-3.3565636,-5.527464,-6.9514914,-98.20353,-0.15751836,-1.3786837,-4.5774336,-27.162868,-5.8438873,-375.54886,-41.400795,-3.839098,-62.020424,-42.95843,-23.577003,-0.7312662,-0.29627734,-0.7208373,-122.66147,-14.538982,-0.09967547,-0.0037440876,-0.06423124,-0.01759467,-0.90793085,-76.125175,-0.0029602023,-0.018522847,-4.134806,-2.9520068,-0.3606678,-543.9064,-482.46652,-0.07616774,-0.06345989,-0.44157562,-562.3484,-34.96561,-44.410786,-78.03134,-105.765465,-9.035848,-0.049593333,-0.6669306,-0.22648124,-0.00036672148,-123.44553,-0.005559346,-0.0746297,-3.8048816,-54.19825,-6.656561,-634.8557,-280.8578,-203.83801,-23.292137,-10.460594,-73.1765
404,-1.1074466,-4.142747,-163.25601,-0.16583669,-0.15709773,-18.986475,-380.57867,-71.10033,-344.15875,-266.79022,-9.667387,-15.081151,-3.1342099,-2.4636052,-0.00017643001,-0.0038691247,-3.31781,-0.5269744,-2.2401016,-19.627337,-68.048744,-26.77254,-78.68134,-82.59301,-35.235966,-6.195163,-48.202023,-26.051443,-5.166273,-6.7252083,-13.551728,-13.438828,-65.16393,-6.186404,-2.9274845,-7.7838945,-7.4269476,-97.309395,-0.1381993,-1.2065467,-4.4450526,-27.120855,-5.768747,-345.0351,-37.15453,-3.2633317,-59.86703,-40.015522,-21.514826,-0.58366704,-0.25308415,-0.6080701,-136.18755,-14.050206,-0.09108311,-0.003452728,-0.06143366,-0.016553298,-0.82610977,-73.89864,-0.002674261,-0.016381424,-3.553625,-2.5808706,-0.3323049,-527.3426,-465.64047,-0.06913785,-0.05635038,-0.38497666,-526.4845,-31.186724,-40.39946,-69.279526,-206.50029,-35.862225,-0.04390421,-0.58540684,-0.19885518,-0.00032250126,-117.27279,-0.0048831515,-0.0655008,-3.8337684,-51.116474,-6.5375376,-622.06396,-277.1689,-166.09729,-21.664248,-8.63555,-66.452576
405,-0.9846397,-3.7260902,-170.85582,-0.14774011,-0.14081971,-19.359505,-375.92886,-66.79511,-329.58746,-254.06778,-9.5755415,-12.503932,-2.6481373,-2.040673,-0.00014897923,-0.0033681537,-3.4849668,-0.44824448,-2.0503573,-19.075222,-67.8645,-25.31396,-79.504234,-81.57898,-33.998558,-6.398198,-53.29393,-24.687695,-4.81855,-6.2806706,-12.619899,-12.710243,-65.06639,-5.4004483,-2.53311,-7.5716853,-7.035542,-98.96204,-0.120887235,-1.0507238,-4.3078218,-27.449451,-5.6935725,-335.1108,-33.46121,-2.8789508,-58.380535,-38.823383,-20.545898,-0.46063766,-0.21456866,-0.5103987,-128.13124,-14.392044,-0.079891846,-0.003051895,-0.054698087,-0.014788252,-0.74358463,-74.999435,-0.002344426,-0.014216058,-3.1557674,-2.3166642,-0.30362713,-550.1165,-496.32022,-0.061141726,-0.04970501,-0.33983648,-589.8883,-27.925556,-36.893562,-61.793705,-209.06667,-36.077225,-0.038945254,-0.52381676,-0.178901,-0.00028958856,-97.31086,-0.0043709413,-0.058972187,-3.4238966,-43.50196,-5.7170553,-701.8767,-284.14423,-151.9521,-19.397781,-7.355974,-59.875164
